Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Isolate	Organism Infraspecific Names Ecotype	Assembly Name	Assembly Accession	Annotation Name	Annotation BUSCO Complete 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Lineage 	Annotation BUSCO Missing 	Annotation BUSCO Single Copy 	Annotation BUSCO Total Count 	Annotation BUSCO Version 	Assembly Submitter	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	Assembly Stats Contig N50	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Assembly BioSample Accession	Assembly BioProject Lineage Accession	Assembly BioProject Lineage Parent Accession	Assembly BioProject Lineage Parent Accessions	Assembly BioProject Lineage Title
Pectobacterium carotovorum		A280-S2-N16				ASM2040663v1	GCF_020406635.1	From INSDC submitter									Sorbonne University	4721794	Scaffold	2021-10-10	122280	4296	4109	SAMN22029073	PRJNA768349			Draft genomes of Pectobacterium sp. and Dickeya sp. isolated in France from fresh water
Pectobacterium carotovorum		A694-S13-N17				ASM2040685v1	GCF_020406855.1	From INSDC submitter									Sorbonne University	4692947	Scaffold	2021-10-10	227242	4218	4072	SAMN22029075	PRJNA768349			Draft genomes of Pectobacterium sp. and Dickeya sp. isolated in France from fresh water
Pectobacterium carotovorum		A284-S2-N16				ASM2040687v1	GCF_020406875.1	From INSDC submitter									Sorbonne University	4925750	Scaffold	2021-10-10	156798	4508	4342	SAMN22029074	PRJNA768349			Draft genomes of Pectobacterium sp. and Dickeya sp. isolated in France from fresh water
Pectobacterium carotovorum		A077-S18-O15				ASM2052026v1	GCF_020520265.1	From INSDC submitter									Sorbonne University	4896959	Complete Genome	2021-10-18	4896959	4362	4198	SAMN22029072	PRJNA768349			Draft genomes of Pectobacterium sp. and Dickeya sp. isolated in France from fresh water
Pectobacterium carotovorum		25.1				ASM2104922v1	GCF_021049225.1	From INSDC submitter									Institute of Microbiology, National Academy of Sciences of Belarus	4899639	Complete Genome	2021-12-06	4899639	4435	4284	SAMN23405758	PRJNA782876			Pectobacterium carotovorum 25.1 - Genome sequencing and assembly
Pectobacterium carotovorum		DSM 30168				IMG-taxon 2695420962 annotated assembly	GCF_900129615.1	From INSDC submitter									DOE - JOINT GENOME INSTITUTE	4759459	Scaffold	2016-12-03	380982	4299	4176	SAMN05444147	PRJEB18213			Pectobacterium carotovorum carotovorum DSM 30168
Pectobacterium carotovorum		s0421				Ps0421_ass1	GCF_900195285.1	From INSDC submitter									UNIVERSITY OF HELSINKI	5255635	Contig	2018-07-01	158476	4815	4505	SAMEA104138801	PRJEB21448			Taxonomy of phytopathogenic Pectobacterium isolates
Pectobacterium carotovorum		s0416				Ps0416_ass1	GCF_900195295.1	From INSDC submitter									UNIVERSITY OF HELSINKI	4928901	Scaffold	2018-07-01	137510	4499	4158	SAMEA104138800	PRJEB21448			Taxonomy of phytopathogenic Pectobacterium isolates
Pectobacterium carotovorum		BF20				101_V1	GCA_002250215.1	From INSDC submitter									Biotechnology Institute of UNAM	4797319	Scaffold	2017-08-14	106099	4456	4258	SAMN06684311	PRJNA381621			Pectobacterium carotovorum strain:BF20 Genome sequencing and assembly
Pectobacterium carotovorum		BF45				Bf45_V1	GCA_002250255.1	From INSDC submitter									Biotechnology Institute of UNAM	4773619	Contig	2017-08-14	115742	4346	4156	SAMN06684312	PRJNA381622			Pectobacterium carotovorum strain:BF45 Genome sequencing and assembly
Pectobacterium carotovorum		S4.16.03.1C				ASM359497v1	GCA_003594975.1	From INSDC submitter									Institute for integrative biology of the cell	4944722	Contig	2018-09-25	139665	4462	4336	SAMN10059736	PRJNA490624			Genomic diversity of the pathogens belonging to Pectobacterium and Dickeya genus isoalted from potato in Morocoo
Pectobacterium carotovorum		S1.15.11.2D				ASM359505v1	GCA_003595055.1	From INSDC submitter									Institute for integrative biology of the cell	4818836	Contig	2018-09-25	99392	4374	4206	SAMN10059737	PRJNA490624			Genomic diversity of the pathogens belonging to Pectobacterium and Dickeya genus isoalted from potato in Morocoo
Pectobacterium carotovorum		S1.16.01.3K				ASM359511v1	GCA_003595115.1	From INSDC submitter									Institute for integrative biology of the cell	4946598	Contig	2018-09-25	146844	4460	4337	SAMN10059738	PRJNA490624			Genomic diversity of the pathogens belonging to Pectobacterium and Dickeya genus isoalted from potato in Morocoo
Pectobacterium carotovorum		S1-A16				ASM359512v1	GCA_003595125.1	From INSDC submitter									Institute for integrative biology of the cell	4835633	Contig	2018-09-25	255206	4428	4261	SAMN10059735	PRJNA490624			Genomic diversity of the pathogens belonging to Pectobacterium and Dickeya genus isoalted from potato in Morocoo
Pectobacterium carotovorum		CFBP1402				ASM1344938v1	GCA_013449385.1	From INSDC submitter									Sorbonne University	4667513	Scaffold	2020-07-21	189429	4205	4109	SAMN15374874	PRJNA639025			Pectobacterium genomes sequencing and assembly
Pectobacterium carotovorum		CFBP7347				ASM1344939v1	GCA_013449395.1	From INSDC submitter									Sorbonne University	4694461	Scaffold	2020-07-21	280253	4210	4112	SAMN15374892	PRJNA639025			Pectobacterium genomes sequencing and assembly
Pectobacterium carotovorum		CFBP8734				ASM1344941v1	GCA_013449415.1	From INSDC submitter									Sorbonne University	4702111	Scaffold	2020-07-21	211014	4246	4150	SAMN15374769	PRJNA639025			Pectobacterium genomes sequencing and assembly
Pectobacterium carotovorum		CFBP6074				ASM1344949v1	GCA_013449495.1	From INSDC submitter									Sorbonne University	4691819	Scaffold	2020-07-21	202394	4233	4099	SAMN15374888	PRJNA639025			Pectobacterium genomes sequencing and assembly
Pectobacterium carotovorum		WPP14				ASM1348802v1	GCA_013488025.1	From INSDC submitter									Cornell University	4892225	Complete Genome	2020-07-23	4892225	4380	4201	SAMN14475103	PRJNA615876			Pectobacterium carotovorum Raw sequence reads
Pectobacterium carotovorum		2A				ASM1641558v1	GCA_016415585.1	From INSDC submitter									Institute of Microbiology, National Academy of Sciences of Belarus	4743928	Complete Genome	2020-12-28	4743928	4228	4019	SAMN17135160	PRJNA687134			Pectobacterium carotovorum 2A - Genome sequencing and assembly
Pectobacterium carotovorum		NY1786A				ASM1674289v1	GCA_016742895.1	From INSDC submitter									Cornell University	4847954	Contig	2021-01-21	102500	4464	4357	SAMN14157684	PRJNA607978			Two P. carotovorum and one P. atrosepticum Assembly
Pectobacterium carotovorum		NY1767A				ASM1674293v1	GCA_016742935.1	From INSDC submitter									Cornell University	4770803	Contig	2021-01-21	120005	4260	4156	SAMN14158925	PRJNA607978			Two P. carotovorum and one P. atrosepticum Assembly
Pectobacterium carotovorum		XP-13				ASM1686499v1	GCA_016864995.1	From INSDC submitter									Fujian Academy of Agricultural Sciences	4868777	Complete Genome	2021-02-11	4868777	4317	4131	SAMN16287598	PRJNA666279			Complete genome sequences of three Pectobacterium strains isolated from potato plant with blackleg symptoms and comparative genomic analyses
Pectobacterium carotovorum		A280-S2-N16				ASM2040663v1	GCA_020406635.1	From INSDC submitter									Sorbonne University	4721794	Scaffold	2021-10-10	122280	4301	4191	SAMN22029073	PRJNA768349			Draft genomes of Pectobacterium sp. and Dickeya sp. isolated in France from fresh water
Pectobacterium carotovorum		A694-S13-N17				ASM2040685v1	GCA_020406855.1	From INSDC submitter									Sorbonne University	4692947	Scaffold	2021-10-10	227242	4218	4121	SAMN22029075	PRJNA768349			Draft genomes of Pectobacterium sp. and Dickeya sp. isolated in France from fresh water
Pectobacterium carotovorum		A284-S2-N16				ASM2040687v1	GCA_020406875.1	From INSDC submitter									Sorbonne University	4925750	Scaffold	2021-10-10	156798	4514	4413	SAMN22029074	PRJNA768349			Draft genomes of Pectobacterium sp. and Dickeya sp. isolated in France from fresh water
Pectobacterium carotovorum		A077-S18-O15				ASM2052026v1	GCA_020520265.1	From INSDC submitter									Sorbonne University	4896959	Complete Genome	2021-10-18	4896959	4367	4203	SAMN22029072	PRJNA768349			Draft genomes of Pectobacterium sp. and Dickeya sp. isolated in France from fresh water
Pectobacterium carotovorum		25.1				ASM2104922v1	GCA_021049225.1	From INSDC submitter									Institute of Microbiology, National Academy of Sciences of Belarus	4899639	Complete Genome	2021-12-06	4899639	4435	4284	SAMN23405758	PRJNA782876			Pectobacterium carotovorum 25.1 - Genome sequencing and assembly
Pectobacterium carotovorum		DSM 30168				IMG-taxon 2695420962 annotated assembly	GCA_900129615.1	From INSDC submitter									DOE - JOINT GENOME INSTITUTE	4759459	Scaffold	2016-12-03	380982	4371	4255	SAMN05444147	PRJEB18213			Pectobacterium carotovorum carotovorum DSM 30168
Pectobacterium carotovorum subsp. carotovorum		NCPPB 312				ASM74985v1	GCF_000749855.1	From INSDC submitter									Food and Environment Research Agency	4764922	Contig	2014-09-08	547054	4333	4199	SAMN02999421	PRJNA258501			Pectobacterium Genome sequencing
Pectobacterium carotovorum subsp. carotovorum		Y57				ASM80821v1	GCF_000808215.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4819926	Contig	2014-12-29	307303	4335	4174	SAMN03252600	PRJNA269219			Pectobacterium carotovorum subsp. carotovorum strain:Y57 Genome sequencing and assembly
Pectobacterium carotovorum subsp. carotovorum		Y16				ASM80843v1	GCF_000808435.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4741163	Scaffold	2014-12-29	272417	4275	4136	SAMN03252616	PRJNA269232			Pectobacterium carotovorum subsp. carotovorum strain:Y16 Genome sequencing and assembly
Pectobacterium carotovorum subsp. carotovorum		Y39				ASM80847v1	GCF_000808475.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4965577	Contig	2014-12-29	839338	4447	4314	SAMN03252618	PRJNA269234			Pectobacterium carotovorum subsp. carotovorum strain:Y39 Genome sequencing and assembly
Pectobacterium carotovorum subsp. carotovorum		B2				ASM80849v1	GCF_000808495.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4756023	Scaffold	2014-12-29	605830	4304	4166	SAMN03252619	PRJNA269235			Pectobacterium carotovorum subsp. carotovorum strain:B2 Genome sequencing and assembly
Pectobacterium carotovorum subsp. carotovorum		B5				ASM80851v1	GCF_000808515.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4826332	Scaffold	2014-12-29	1446736	4346	4208	SAMN03252620	PRJNA269237			Pectobacterium carotovorum subsp. carotovorum strain:B5 Genome sequencing and assembly
Pectobacterium carotovorum subsp. carotovorum		ATCC 39048				ASM318604v1	GCF_003186045.1	From INSDC submitter									University of Cambridge	4637928	Contig	2018-06-04	220041	4225	4066	SAMN09280259	PRJNA473645			Pectobacterium carotovorum subsp. carotovorum strain:ATCC 39048 Genome sequencing and assembly
Pectobacterium carotovorum subsp. carotovorum		LMG 2410				ASM577157v1	GCF_005771575.1	From INSDC submitter									University of Glasgow	4780562	Contig	2019-05-22	339669	4352	4179	SAMN11658211	PRJNA543207			Pectobacterium carotovorum subsp. carotovorum strain:LMG 2410 Genome sequencing and assembly
Pectobacterium carotovorum subsp. carotovorum		67				ASM783383v1	GCF_007833835.1	From INSDC submitter									South and Central University for Nationalities	4909824	Chromosome	2019-08-05	4909724	4462	3552	SAMN10397597	PRJNA504724			Pectobacterium carotovorum subsp. carotovorum strain:67 Genome sequencing
Pectobacterium carotovorum subsp. carotovorum		BP201601.1				ASM993119v1	GCF_009931195.1	From INSDC submitter									Rural Development Administration	4853176	Complete Genome	2020-01-27	4853176	4364	4117	SAMN10475134	PRJNA506867			Korean Pectobacterium
Pectobacterium carotovorum subsp. carotovorum		JR1.1				ASM993121v1	GCF_009931215.1	From INSDC submitter									Rural Development Administration	4872902	Complete Genome	2020-01-27	4872902	4348	4101	SAMN10475143	PRJNA506868			Korean Pectobacterium
Pectobacterium carotovorum subsp. carotovorum		BL-4				ASM1416481v1	GCF_014164815.1	From INSDC submitter									Hebei Academy of Agricultural and Forestry Sciences	4830857	Scaffold	2020-08-11	363912	4332	4150	SAMN15719027	PRJNA650563			Pectobacterium carotovorum and Pectobacterium brasiliense Genome sequencing and assembly
Pectobacterium carotovorum subsp. carotovorum		Ecc15				ASM1460445v1	GCF_014604455.1	From INSDC submitter									Oswego State University of New York	4829846	Contig	2020-09-16	65310	4397	4219	SAMN03945250	PRJNA291525			Pectobacterium carotovorum subsp. carotovorum Ecc15 genome sequencing and assembly
Pectobacterium carotovorum subsp. carotovorum		NCPPB 312				ASM74985v1	GCA_000749855.1	From INSDC submitter									Food and Environment Research Agency	4764922	Contig	2014-09-08	547054	4197	4094	SAMN02999421	PRJNA258501			Pectobacterium Genome sequencing
Pectobacterium carotovorum subsp. carotovorum		Y57				ASM80821v1	GCA_000808215.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4819926	Contig	2014-12-29	307303	4272	4107	SAMN03252600	PRJNA269219			Pectobacterium carotovorum subsp. carotovorum strain:Y57 Genome sequencing and assembly
Pectobacterium carotovorum subsp. carotovorum		Y16				ASM80843v1	GCA_000808435.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4741163	Scaffold	2014-12-29	272417	4219	4073	SAMN03252616	PRJNA269232			Pectobacterium carotovorum subsp. carotovorum strain:Y16 Genome sequencing and assembly
Pectobacterium carotovorum subsp. carotovorum		Y39				ASM80847v1	GCA_000808475.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4965577	Contig	2014-12-29	839338	4376	4231	SAMN03252618	PRJNA269234			Pectobacterium carotovorum subsp. carotovorum strain:Y39 Genome sequencing and assembly
Pectobacterium carotovorum subsp. carotovorum		B2				ASM80849v1	GCA_000808495.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4756023	Scaffold	2014-12-29	605830	4240	4097	SAMN03252619	PRJNA269235			Pectobacterium carotovorum subsp. carotovorum strain:B2 Genome sequencing and assembly
Pectobacterium carotovorum subsp. carotovorum		B5				ASM80851v1	GCA_000808515.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4826332	Scaffold	2014-12-29	1446736	4278	4128	SAMN03252620	PRJNA269237			Pectobacterium carotovorum subsp. carotovorum strain:B5 Genome sequencing and assembly
Pectobacterium carotovorum subsp. carotovorum		ATCC 39048				ASM318604v1	GCA_003186045.1	From INSDC submitter									University of Cambridge	4637928	Contig	2018-06-04	220041	4295	4109	SAMN09280259	PRJNA473645			Pectobacterium carotovorum subsp. carotovorum strain:ATCC 39048 Genome sequencing and assembly
Pectobacterium carotovorum subsp. carotovorum		LMG 2410				ASM577157v1	GCA_005771575.1	From INSDC submitter									University of Glasgow	4780562	Contig	2019-05-22	339669	4363	4190	SAMN11658211	PRJNA543207			Pectobacterium carotovorum subsp. carotovorum strain:LMG 2410 Genome sequencing and assembly
Pectobacterium carotovorum subsp. carotovorum		67				ASM783383v1	GCA_007833835.1	From INSDC submitter									South and Central University for Nationalities	4909824	Chromosome	2019-08-05	4909724	4498	3540	SAMN10397597	PRJNA504724			Pectobacterium carotovorum subsp. carotovorum strain:67 Genome sequencing
Pectobacterium carotovorum subsp. carotovorum		BP201601.1				ASM993119v1	GCA_009931195.1	From INSDC submitter									Rural Development Administration	4853176	Complete Genome	2020-01-27	4853176	4407	4119	SAMN10475134	PRJNA506867			Korean Pectobacterium
Pectobacterium carotovorum subsp. carotovorum		JR1.1				ASM993121v1	GCA_009931215.1	From INSDC submitter									Rural Development Administration	4872902	Complete Genome	2020-01-27	4872902	4397	4118	SAMN10475143	PRJNA506868			Korean Pectobacterium
Pectobacterium carotovorum subsp. carotovorum		BL-4				ASM1416481v1	GCA_014164815.1	From INSDC submitter									Hebei Academy of Agricultural and Forestry Sciences	4830857	Scaffold	2020-08-11	363912	4335	4199	SAMN15719027	PRJNA650563			Pectobacterium carotovorum and Pectobacterium brasiliense Genome sequencing and assembly
Pectobacterium carotovorum subsp. carotovorum		Ecc15				ASM1460445v1	GCA_014604455.1	From INSDC submitter									Oswego State University of New York	4829846	Contig	2020-09-16	65310	4306	4175	SAMN03945250	PRJNA291525			Pectobacterium carotovorum subsp. carotovorum Ecc15 genome sequencing and assembly
Pectobacterium carotovorum subsp. carotovorum		15				ASM1664209v1	GCA_016642095.1	From INSDC submitter									Seoul National University	4858367	Contig	2021-01-14	294187	4419	4347	SAMN13256011	PRJNA588731			Pectobacterium carotovorum subsp. carotovorum strain:15 Genome sequencing and assembly
Pectobacterium carotovorum subsp. carotovorum ICMP 5702		ICMP 5702				ASM103905v1	GCF_001039055.1	From INSDC submitter									Lincoln University	4774457	Contig	2015-06-24	448171	4332	4174	SAMN03782483	PRJNA183435			Pectobacterium carotovorum subsp. carotovorum ICMP 5702 Genome sequencing and assembly
Pectobacterium carotovorum subsp. carotovorum ICMP 5702		ICMP 5702				ASM103905v1	GCA_001039055.1	From INSDC submitter									Lincoln University	4774457	Contig	2015-06-24	448171	4273	4109	SAMN03782483	PRJNA183435			Pectobacterium carotovorum subsp. carotovorum ICMP 5702 Genome sequencing and assembly
Pectobacterium carotovorum subsp. carotovorum PC1		PC1				ASM2360v1	GCF_000023605.1	From INSDC submitter									US DOE Joint Genome Institute	4862913	Complete Genome	2009-07-07	4862913	4354	4213	SAMN02598478	PRJNA31289			This strain will be used for comparative genome analysis
Pectobacterium carotovorum subsp. carotovorum PC1		PC1				ASM2360v1	GCA_000023605.1	From INSDC submitter									US DOE Joint Genome Institute	4862913	Complete Genome	2009-07-07	4862913	4398	4246	SAMN02598478	PRJNA31289			This strain will be used for comparative genome analysis
Pectobacterium carotovorum subsp. carotovorum PCC21		PCC21				ASM29453v1	GCF_000294535.1	From INSDC submitter									Daegu University	4842771	Complete Genome	2012-09-04	4842771	4313	4115	SAMN02603169	PRJNA171960			Pectobacterium carotovorum subsp. carotovorum PCC21 Genome sequencing
